State,District,Total Main Worker,Total Marginal Workers (<3 months),Total Marginal Workers (3 - 6 months),Total Workers Seeking/Available for Work,Total Working Population
ANDAMAN & NICOBAR ISLANDS,Nicobars,9651,1930,5544,2488,19613
ANDAMAN & NICOBAR ISLANDS,North  & Middle Andaman,31038,1881,5660,3771,42350
ANDAMAN & NICOBAR ISLANDS,South Andaman,85221,1715,9895,6783,103614
