State,District,Total Main Worker,Total Marginal Workers (<3 months),Total Marginal Workers (3 - 6 months),Total Workers Seeking/Available for Work,Total Working Population
PUDUCHERRY,Yanam,15373,216,1171,510,17270
PUDUCHERRY,Puducherry,315570,7182,25353,11401,359506
PUDUCHERRY,Mahe,10404,165,1233,847,12649
PUDUCHERRY,Karaikal,58342,1889,8070,4048,72349
