State,District,Total Main Worker,Total Marginal Workers (<3 months),Total Marginal Workers (3 - 6 months),Total Workers Seeking/Available for Work,Total Working Population
TRIPURA,West Tripura ,524198,40684,133296,122295,820473
TRIPURA,South Tripura ,258457,31237,77151,73220,440065
TRIPURA,Dhalai,108259,9752,37820,32356,188187
TRIPURA,North Tripura,186105,12267,50295,44101,292768
