State,District,Total Main Worker,Total Marginal Workers (<3 months),Total Marginal Workers (3 - 6 months),Total Workers Seeking/Available for Work,Total Working Population
GOA,North Goa,269437,11227,46994,27257,354915
GOA,South Goa,206616,9122,33852,18341,267931
