State,District,Total Main Worker,Total Marginal Workers (<3 months),Total Marginal Workers (3 - 6 months),Total Workers Seeking/Available for Work,Total Working Population
SIKKIM,North  District,17216,1867,4276,1600,24959
SIKKIM,West District,51225,6490,12633,4537,74885
SIKKIM,South District,50898,7773,16082,5518,80271
SIKKIM,East District,111058,7146,21474,6730,146408
